GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.gradient,NonLinearConjugateGradientOptimizer.IdentityPreconditioner,0,7,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.gradient,NonLinearConjugateGradientOptimizer.Formula,5,33,0,0,0,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.gradient,NonLinearConjugateGradientOptimizer.new Object() {...},2,17,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.gradient,NonLinearConjugateGradientOptimizer,30,297,5,28,10,61,7,19,2,7
Apache Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.gradient,NonLinearConjugateGradientOptimizer.BracketingStep,9,0,0,0,4,0,2,0,2,0
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.sofm.util,QuasiSigmoidDecayFunction,0,83,0,6,0,18,0,5,0,2
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.sofm.util,ExponentialDecayFunction,0,70,0,8,0,13,0,6,0,2
Apache Commons Math,org.apache.commons.math3.optimization.univariate,SimpleUnivariateValueChecker,6,67,2,8,3,16,3,6,1,3
Apache Commons Math,org.apache.commons.math3.optimization.univariate,BaseAbstractUnivariateOptimizer,8,94,2,2,2,27,2,11,0,11
Apache Commons Math,org.apache.commons.math3.optimization.univariate,UnivariatePointValuePair,0,15,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math3.optimization.univariate,BracketFinder,80,324,16,30,17,76,17,18,5,7
Apache Commons Math,org.apache.commons.math3.optimization.univariate,BrentOptimizer,23,470,5,69,6,116,5,37,0,5
Apache Commons Math,org.apache.commons.math3.optimization.univariate,UnivariateMultiStartOptimizer,24,134,4,10,5,28,6,9,2,6
Apache Commons Math,org.apache.commons.math3.optimization.univariate,UnivariateMultiStartOptimizer.new Comparator() {...},6,33,3,5,1,8,3,3,0,2
Apache Commons Math,org.apache.commons.math3.stat.regression,RegressionResults,174,314,28,30,34,53,28,18,4,13
Apache Commons Math,org.apache.commons.math3.stat.regression,GLSMultipleLinearRegression,21,95,0,2,3,21,1,7,1,6
Apache Commons Math,org.apache.commons.math3.stat.regression,OLSMultipleLinearRegression,0,221,0,12,0,43,0,18,0,12
Apache Commons Math,org.apache.commons.math3.stat.regression,MillerUpdatingRegression,512,2528,66,208,83,429,57,104,2,22
Apache Commons Math,org.apache.commons.math3.stat.regression,SimpleRegression,400,1183,44,80,51,180,33,61,2,30
Apache Commons Math,org.apache.commons.math3.stat.regression,AbstractMultipleLinearRegression,38,402,6,42,6,78,7,37,1,19
Apache Commons Math,org.apache.commons.math3.stat.regression,ModelSpecificationException,0,5,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.oned,OrientedPoint,31,53,2,4,8,12,7,9,6,7
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.oned,Vector1DFormat,15,77,1,3,4,19,2,9,1,8
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.oned,Euclidean1D.LazyHolder,3,6,0,0,1,1,1,1,1,1
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.oned,Vector1D,11,339,1,15,3,71,2,41,1,34
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.oned,Euclidean1D,0,13,0,0,0,6,0,5,0,5
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.oned,Euclidean1D.NoSubSpaceException,0,11,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.oned,IntervalsSet,102,602,15,77,19,125,17,60,5,26
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.oned,SubOrientedPoint,4,55,0,6,2,7,2,7,2,4
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.oned,IntervalsSet.SubIntervalsIterator,8,162,1,21,2,34,2,14,1,4
Apache Commons Math,org.apache.commons.math3.geometry.euclidean.oned,Interval,12,63,0,8,4,13,4,10,4,6
Apache Commons Math,org.apache.commons.math3.optimization.linear,Relationship,8,60,0,3,1,11,2,6,2,4
Apache Commons Math,org.apache.commons.math3.optimization.linear,AbstractLinearOptimizer,7,58,1,1,1,19,1,10,0,10
Apache Commons Math,org.apache.commons.math3.optimization.linear,LinearConstraint,74,73,7,5,18,21,9,8,3,8
Apache Commons Math,org.apache.commons.math3.optimization.linear,SimplexSolver,0,342,0,54,0,82,0,34,0,7
Apache Commons Math,org.apache.commons.math3.optimization.linear,LinearObjectiveFunction,22,73,4,4,4,19,6,8,2,8
Apache Commons Math,org.apache.commons.math3.optimization.linear,UnboundedSolutionException,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.optimization.linear,SimplexTableau,49,1010,11,117,10,178,14,82,3,29
Apache Commons Math,org.apache.commons.math3.optimization.linear,Relationship.new Object() {...},2,17,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math3.optimization.linear,NoFeasibleSolutionException,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.util,OpenIntToDoubleHashMap,0,682,0,68,0,157,0,58,0,24
Apache Commons Math,org.apache.commons.math3.util,FastMath.CodyWaite,0,92,0,2,0,24,0,5,0,4
Apache Commons Math,org.apache.commons.math3.util,DefaultTransformer,2,44,0,6,1,12,1,6,1,3
Apache Commons Math,org.apache.commons.math3.util,FastMath.lnMant,3,3,0,0,1,2,1,1,1,1
Apache Commons Math,org.apache.commons.math3.util,Combinations.LexicographicIterator,12,181,3,15,4,38,4,9,1,3
Apache Commons Math,org.apache.commons.math3.util,Decimal64,58,613,2,12,11,86,11,67,9,62
Apache Commons Math,org.apache.commons.math3.util,ResizableDoubleArray,88,998,10,77,13,220,14,79,4,45
Apache Commons Math,org.apache.commons.math3.util,FastMath,187,8014,52,720,33,1431,45,417,2,71
Apache Commons Math,org.apache.commons.math3.util,BigReal,13,400,0,4,6,76,4,33,4,31
Apache Commons Math,org.apache.commons.math3.util,Decimal64Field,0,16,0,0,0,7,0,6,0,6
Apache Commons Math,org.apache.commons.math3.util,MultidimensionalCounter.Iterator,11,93,1,7,3,16,4,7,3,4
Apache Commons Math,org.apache.commons.math3.util,ResizableDoubleArray.new Object() {...},2,17,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math3.util,MathUtils,43,185,22,40,5,36,17,28,1,13
Apache Commons Math,org.apache.commons.math3.util,Precision,52,529,20,87,4,102,16,64,4,19
Apache Commons Math,org.apache.commons.math3.util,IterationEvent,0,10,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math3.util,Combinations,4,64,1,5,1,15,1,8,0,6
Apache Commons Math,org.apache.commons.math3.util,FastMath.ExpIntTable,3,5,0,0,1,3,1,1,1,1
Apache Commons Math,org.apache.commons.math3.util,CombinatoricsUtils,10,692,2,96,3,121,3,57,1,10
Apache Commons Math,org.apache.commons.math3.util,FastMathCalc,1920,0,62,0,277,0,49,0,18,0
Apache Commons Math,org.apache.commons.math3.util,MathArrays,351,2189,62,221,69,405,43,150,7,43
Apache Commons Math,org.apache.commons.math3.util,Combinations.new Object() {...},1,11,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math3.util,MathArrays.new Comparator() {...},0,11,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.util,MathArrays.new Object() {...},4,33,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.util,MathArrays.new Comparator() {...},0,11,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.util,OpenIntToDoubleHashMap.Iterator,16,97,4,12,4,24,4,9,0,5
Apache Commons Math,org.apache.commons.math3.util,CompositeFormat,3,214,1,27,1,56,2,21,1,8
Apache Commons Math,org.apache.commons.math3.util,OpenIntToFieldHashMap.Iterator,17,96,4,12,5,23,4,9,0,5
Apache Commons Math,org.apache.commons.math3.util,FastMathLiteralArrays,3,33548,0,0,1,10,1,6,1,6
Apache Commons Math,org.apache.commons.math3.util,Incrementor.new Incrementor.MaxCountExceededCallback() {...},0,9,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.util,MultidimensionalCounter,30,229,2,22,4,45,2,18,1,7
Apache Commons Math,org.apache.commons.math3.util,Combinations.LexicographicComparator,0,114,0,14,0,26,0,10,0,3
Apache Commons Math,org.apache.commons.math3.util,Combinations.IterationOrder,5,23,0,0,0,2,1,3,1,3
Apache Commons Math,org.apache.commons.math3.util,Combinations.SingletonIterator,8,21,1,1,2,8,2,3,1,3
Apache Commons Math,org.apache.commons.math3.util,ResizableDoubleArray.ExpansionMode,5,33,0,0,0,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.util,ContinuedFraction,56,103,7,9,11,31,9,4,2,3
Apache Commons Math,org.apache.commons.math3.util,Incrementor,9,69,1,7,2,22,1,13,0,10
Apache Commons Math,org.apache.commons.math3.util,MathArrays.OrderDirection,5,33,0,0,0,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.util,ArithmeticUtils,87,945,10,140,22,200,16,87,9,19
Apache Commons Math,org.apache.commons.math3.util,FastMath.ExpFracTable,3,5,0,0,1,3,1,1,1,1
Apache Commons Math,org.apache.commons.math3.util,IterationManager,25,96,0,8,7,27,3,13,3,9
Apache Commons Math,org.apache.commons.math3.util,MathArrays.Position,5,33,0,0,0,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.util,BigRealField,2,11,0,0,1,6,1,5,1,5
Apache Commons Math,org.apache.commons.math3.util,OpenIntToFieldHashMap,12,695,0,68,5,155,2,57,2,23
Apache Commons Math,org.apache.commons.math3.util,TransformerMap,36,134,8,12,10,31,8,14,1,11
Apache Commons Math,org.apache.commons.math3.util,Pair,13,111,5,15,3,21,6,14,1,9
Apache Commons Math,org.apache.commons.math3.util,BigRealField.LazyHolder,3,6,0,0,1,1,1,1,1,1
Apache Commons Math,org.apache.commons.math3.exception.util,DummyLocalizable,15,0,0,0,6,0,4,0,4,0
Apache Commons Math,org.apache.commons.math3.exception.util,ArgUtils,3,56,1,7,1,8,2,4,1,1
Apache Commons Math,org.apache.commons.math3.exception.util,LocalizedFormats,1,3555,1,1,1,330,1,6,0,6
Apache Commons Math,org.apache.commons.math3.exception.util,ExceptionContext,3,344,0,20,1,79,1,27,1,17
Apache Commons Math,org.apache.commons.math3.ml.clustering,FuzzyKMeansClusterer,98,486,14,34,21,95,13,29,4,14
Apache Commons Math,org.apache.commons.math3.ml.clustering,MultiKMeansPlusPlusClusterer,9,58,0,4,3,16,3,5,3,3
Apache Commons Math,org.apache.commons.math3.ml.clustering,KMeansPlusPlusClusterer.EmptyClusterStrategy,9,49,0,0,0,5,2,2,2,2
Apache Commons Math,org.apache.commons.math3.ml.clustering,DoublePoint,6,47,1,3,2,12,2,6,1,5
Apache Commons Math,org.apache.commons.math3.ml.clustering,CentroidCluster,0,9,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ml.clustering,DBSCANClusterer.PointStatus,9,29,0,0,0,3,2,2,2,2
Apache Commons Math,org.apache.commons.math3.ml.clustering,Clusterer,0,17,0,0,0,5,0,3,0,3
Apache Commons Math,org.apache.commons.math3.ml.clustering,DBSCANClusterer,0,219,0,28,0,55,0,22,0,8
Apache Commons Math,org.apache.commons.math3.ml.clustering,KMeansPlusPlusClusterer.new Object() {...},26,0,0,0,1,0,1,0,1,0
Apache Commons Math,org.apache.commons.math3.ml.clustering,Cluster,0,17,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math3.ml.clustering,KMeansPlusPlusClusterer,252,454,38,50,65,104,31,31,8,9
Apache Commons Math,org.apache.commons.math3.analysis.integration.gauss,LegendreHighPrecisionRuleFactory,0,514,0,24,0,98,0,15,0,3
Apache Commons Math,org.apache.commons.math3.analysis.integration.gauss,SymmetricGaussIntegrator,0,104,0,6,0,25,0,6,0,3
Apache Commons Math,org.apache.commons.math3.analysis.integration.gauss,HermiteRuleFactory,0,334,0,24,0,69,0,14,0,2
Apache Commons Math,org.apache.commons.math3.analysis.integration.gauss,BaseRuleFactory,19,134,2,8,4,28,2,8,0,5
Apache Commons Math,org.apache.commons.math3.analysis.integration.gauss,GaussIntegratorFactory,0,117,0,2,0,18,0,9,0,8
Apache Commons Math,org.apache.commons.math3.analysis.integration.gauss,LegendreRuleFactory,0,321,0,24,0,61,0,14,0,2
Apache Commons Math,org.apache.commons.math3.analysis.integration.gauss,GaussIntegrator,8,92,1,3,1,21,1,7,0,6
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,Kurtosis,6,245,3,13,3,49,4,14,1,9
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,FourthMoment,6,107,0,2,3,26,1,7,1,6
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,StandardDeviation,41,96,0,0,9,28,5,12,5,12
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,VectorialCovariance,60,214,9,19,13,39,9,12,1,6
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,ThirdMoment,0,109,0,2,0,29,0,8,0,7
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,SemiVariance.Direction,9,37,0,0,0,7,2,3,2,3
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,FirstMoment,6,106,0,2,3,32,1,8,1,7
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,SecondMoment,8,67,0,2,3,20,1,7,1,6
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,GeometricMean,22,91,1,3,6,29,3,12,2,11
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,VectorialMean,22,103,4,12,7,20,5,9,1,5
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,Mean,8,181,3,9,4,43,4,14,1,11
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,SemiVariance,91,142,0,12,23,32,9,14,9,8
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,Skewness,9,237,2,14,3,52,3,15,1,9
Apache Commons Math,org.apache.commons.math3.stat.descriptive.moment,Variance,53,435,14,32,10,101,17,27,3,18
Apache Commons Math,org.apache.commons.math3.analysis.function,Atan,7,6,0,0,2,2,2,2,2,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Atanh,13,0,0,0,4,0,4,0,4,0
Apache Commons Math,org.apache.commons.math3.analysis.function,Cosh,4,9,0,0,1,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.analysis.function,Atan2,7,0,0,0,2,0,2,0,2,0
Apache Commons Math,org.apache.commons.math3.analysis.function,Divide,0,7,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Tan,7,6,0,0,2,2,2,2,2,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Floor,0,6,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Expm1,7,6,0,0,2,2,2,2,2,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Logit.Parametric,30,33,0,4,4,8,1,5,1,3
Apache Commons Math,org.apache.commons.math3.analysis.function,Abs,0,6,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Constant,5,19,0,0,1,5,1,3,1,3
Apache Commons Math,org.apache.commons.math3.analysis.function,Ceil,0,6,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Add,0,7,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Logit,9,168,0,16,3,27,2,12,2,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Logistic,4,94,0,2,1,13,1,5,1,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Acos,7,6,0,0,2,2,2,2,2,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Sigmoid.Parametric,0,57,0,4,0,11,0,6,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Max,0,7,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Rint,0,6,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Asinh,13,0,0,0,4,0,4,0,4,0
Apache Commons Math,org.apache.commons.math3.analysis.function,HarmonicOscillator,4,98,0,4,1,17,1,6,1,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Acosh,13,0,0,0,4,0,4,0,4,0
Apache Commons Math,org.apache.commons.math3.analysis.function,Gaussian,4,207,0,14,1,37,1,13,1,6
Apache Commons Math,org.apache.commons.math3.analysis.function,StepFunction,0,78,0,14,0,19,0,9,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Min,0,7,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Sigmoid,4,161,0,8,1,28,1,9,1,5
Apache Commons Math,org.apache.commons.math3.analysis.function,HarmonicOscillator.Parametric,0,88,0,4,0,17,0,6,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Power,4,16,0,0,1,5,1,3,1,3
Apache Commons Math,org.apache.commons.math3.analysis.function,Identity,5,7,0,0,1,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.analysis.function,Signum,0,6,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Multiply,0,7,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Minus,5,9,0,0,1,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.analysis.function,Sin,0,13,0,0,0,4,0,4,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Log10,7,6,0,0,2,2,2,2,2,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Asin,7,6,0,0,2,2,2,2,2,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Logistic.Parametric,27,156,0,6,2,25,1,6,1,3
Apache Commons Math,org.apache.commons.math3.analysis.function,Sqrt,4,9,0,0,1,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.analysis.function,Ulp,0,6,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Tanh,7,6,0,0,2,2,2,2,2,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Log1p,7,6,0,0,2,2,2,2,2,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Subtract,7,0,0,0,2,0,2,0,2,0
Apache Commons Math,org.apache.commons.math3.analysis.function,Exp,7,6,0,0,2,2,2,2,2,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Gaussian.Parametric,0,124,0,6,0,21,0,7,0,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Cos,4,9,0,0,1,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.analysis.function,Log,4,9,0,0,1,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.analysis.function,Sinc,6,353,2,24,1,50,3,15,1,4
Apache Commons Math,org.apache.commons.math3.analysis.function,Sinh,7,6,0,0,2,2,2,2,2,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Pow,0,7,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.function,Inverse,4,10,0,0,1,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.analysis.function,Cbrt,7,6,0,0,2,2,2,2,2,2
Apache Commons Math,org.apache.commons.math3.dfp,Dfp.new Object() {...},8,53,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math3.dfp,DfpField,51,740,8,38,12,155,19,44,11,29
Apache Commons Math,org.apache.commons.math3.dfp,DfpDec.new Object() {...},8,53,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math3.dfp,BracketingNthOrderBrentSolverDFP.new Object() {...},5,35,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math3.dfp,Dfp,361,5239,81,697,82,1016,83,426,5,108
Apache Commons Math,org.apache.commons.math3.dfp,DfpDec,125,563,12,100,25,109,22,56,10,9
Apache Commons Math,org.apache.commons.math3.dfp,DfpField.RoundingMode,5,93,0,0,0,9,1,3,1,3
Apache Commons Math,org.apache.commons.math3.dfp,DfpMath,183,1690,40,154,36,341,30,88,2,19
Apache Commons Math,org.apache.commons.math3.dfp,BracketingNthOrderBrentSolverDFP,66,543,7,59,13,116,9,36,3,7
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Percentile,64,488,8,60,16,111,10,41,3,14
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Median,4,4,0,0,2,2,1,1,1,1
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Min,6,107,0,12,3,29,1,14,1,8
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Max,6,107,0,12,3,29,1,14,1,8
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LevenbergMarquardtOptimizer.InternalData,0,21,0,0,0,8,0,1,0,1
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,OptimumImpl,8,40,0,0,2,12,2,8,2,8
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresAdapter,0,35,0,0,0,10,0,8,0,8
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,DenseWeightedEvaluation,0,29,0,0,0,7,0,4,0,4
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,GaussNewtonOptimizer.Decomposition.new GaussNewtonOptimizer.Decomposition() {...},0,14,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,GaussNewtonOptimizer.Decomposition.new GaussNewtonOptimizer.Decomposition() {...},0,40,0,0,0,10,0,2,0,2
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,GaussNewtonOptimizer.Decomposition.new GaussNewtonOptimizer.Decomposition() {...},0,27,0,0,0,6,0,2,0,2
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,GaussNewtonOptimizer.Decomposition.new GaussNewtonOptimizer.Decomposition() {...},0,39,0,0,0,10,0,2,0,2
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LevenbergMarquardtOptimizer,90,1995,17,185,17,361,21,98,5,13
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresBuilder,0,81,0,0,0,20,0,13,0,13
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,GaussNewtonOptimizer,28,171,1,17,6,40,5,11,4,3
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,AbstractEvaluation,0,76,0,2,0,18,0,6,0,5
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresFactory.LocalLeastSquaresProblem.UnweightedEvaluation,0,25,0,0,0,8,0,4,0,4
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresFactory.new MultivariateJacobianFunction() {...},0,32,0,0,0,5,0,2,0,2
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresFactory.new LeastSquaresAdapter() {...},14,0,0,0,3,0,2,0,2,0
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresFactory.new ConvergenceChecker() {...},0,31,0,0,0,6,0,2,0,2
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresFactory,36,77,0,4,6,15,4,8,4,6
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresFactory.new LeastSquaresAdapter() {...},0,16,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,GaussNewtonOptimizer.Decomposition,9,49,0,0,0,5,2,2,2,2
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresFactory.LocalLeastSquaresProblem,2,50,1,1,0,13,1,5,0,5
Apache Commons Math,org.apache.commons.math3.ode,MultistepIntegrator.InitializationCompletedMarkerException,0,5,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.ode,ExpandableStatefulODE.SecondaryComponent,0,24,0,0,0,7,0,1,0,1
Apache Commons Math,org.apache.commons.math3.ode,ExpandableStatefulODE,57,289,4,14,7,58,6,20,2,15
Apache Commons Math,org.apache.commons.math3.ode,JacobianMatrices,44,358,9,25,9,68,9,19,0,11
Apache Commons Math,org.apache.commons.math3.ode,UnknownParameterException,12,0,0,0,4,0,2,0,2,0
Apache Commons Math,org.apache.commons.math3.ode,MultistepIntegrator.NordsieckInitializer,54,220,2,8,6,36,2,6,0,3
Apache Commons Math,org.apache.commons.math3.ode,AbstractIntegrator,12,622,2,60,4,135,4,51,2,22
Apache Commons Math,org.apache.commons.math3.ode,JacobianMatrices.MismatchedEquations,6,0,0,0,2,0,1,0,1,0
Apache Commons Math,org.apache.commons.math3.ode,ContinuousOutputModel,13,529,3,45,2,109,4,31,1,10
Apache Commons Math,org.apache.commons.math3.ode,FirstOrderConverter,0,75,0,0,0,14,0,3,0,3
Apache Commons Math,org.apache.commons.math3.ode,ParameterConfiguration,0,19,0,0,0,8,0,4,0,4
Apache Commons Math,org.apache.commons.math3.ode,AbstractParameterizable,23,52,2,6,7,11,4,5,2,3
Apache Commons Math,org.apache.commons.math3.ode,ParameterizedWrapper,35,0,2,0,12,0,8,0,7,0
Apache Commons Math,org.apache.commons.math3.ode,MultistepIntegrator,49,139,2,2,11,32,7,7,5,7
Apache Commons Math,org.apache.commons.math3.ode,AbstractIntegrator.new Comparator() {...},0,18,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ode,JacobianMatrices.JacobiansSecondaryEquations,9,252,5,21,1,39,5,11,0,3
Apache Commons Math,org.apache.commons.math3.ode,MultistepIntegrator.new FirstOrderDifferentialEquations() {...},19,0,0,0,4,0,3,0,3,0
Apache Commons Math,org.apache.commons.math3.ode,JacobianMatrices.MainStateJacobianWrapper,8,90,1,5,1,18,1,6,0,4
Apache Commons Math,org.apache.commons.math3.ode,EquationsMapper,16,43,2,2,2,12,2,5,0,5
Apache Commons Math,org.apache.commons.math3.ode,ParameterJacobianWrapper,9,113,2,6,2,22,3,5,1,3
Apache Commons Math,org.apache.commons.math3.transform,FastFourierTransformer.MultiDimensionalComplexMatrix,46,263,8,22,8,53,6,16,0,7
Apache Commons Math,org.apache.commons.math3.transform,FastFourierTransformer,30,1379,9,54,4,169,9,33,0,10
Apache Commons Math,org.apache.commons.math3.transform,FastFourierTransformer.new Object() {...},2,17,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math3.transform,TransformUtils,38,254,4,10,9,24,5,9,2,5
Apache Commons Math,org.apache.commons.math3.transform,FastCosineTransformer,0,303,0,14,0,44,0,11,0,4
Apache Commons Math,org.apache.commons.math3.transform,DstNormalization,5,33,0,0,0,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.transform,TransformType,5,33,0,0,0,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.transform,DctNormalization,5,33,0,0,0,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.transform,DftNormalization,5,33,0,0,0,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.transform,FastHadamardTransformer,21,208,1,17,3,39,2,13,1,5
Apache Commons Math,org.apache.commons.math3.transform,FastSineTransformer,0,247,0,14,0,40,0,11,0,4
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,UnivariatePeriodicInterpolator.new UnivariateFunction() {...},0,23,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,TricubicSplineInterpolatingFunction,68,17988,10,70,6,97,10,35,0,5
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,MicrosphereInterpolatingFunction.MicrosphereSurfaceElement,0,37,0,2,0,13,0,7,0,6
