GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons Math,org.apache.commons.math3.distribution,KolmogorovSmirnovDistribution,105,377,12,36,16,59,13,18,3,4
Apache Commons Math,org.apache.commons.math3.distribution,MixtureMultivariateNormalDistribution,5,48,0,2,2,9,1,4,1,3
Apache Commons Math,org.apache.commons.math3.distribution,UniformIntegerDistribution,2,146,0,16,1,29,1,17,1,9
Apache Commons Math,org.apache.commons.math3.distribution,NormalDistribution,5,232,0,12,2,46,2,27,2,21
Apache Commons Math,org.apache.commons.math3.distribution,PoissonDistribution,19,496,4,40,8,99,7,32,3,14
Apache Commons Math,org.apache.commons.math3.distribution,ParetoDistribution,19,196,1,13,5,39,3,24,2,18
Apache Commons Math,org.apache.commons.math3.distribution,LogNormalDistribution,14,276,2,16,4,56,4,27,2,20
Apache Commons Math,org.apache.commons.math3.distribution,AbstractIntegerDistribution,38,243,9,35,9,56,9,23,1,9
Apache Commons Math,org.apache.commons.math3.distribution,LevyDistribution,10,131,3,7,5,26,5,14,2,12
Apache Commons Math,org.apache.commons.math3.distribution,AbstractRealDistribution,9,286,5,39,3,65,6,27,1,10
Apache Commons Math,org.apache.commons.math3.distribution,MultivariateNormalDistribution,60,257,6,22,10,49,6,16,1,7
Apache Commons Math,org.apache.commons.math3.distribution,WeibullDistribution,19,273,4,18,7,61,7,24,3,17
Apache Commons Math,org.apache.commons.math3.distribution,EnumeratedRealDistribution,10,319,3,31,1,58,3,28,0,14
Apache Commons Math,org.apache.commons.math3.stat.clustering,EuclideanDoublePoint,6,85,1,7,2,16,2,9,1,6
Apache Commons Math,org.apache.commons.math3.stat.clustering,EuclideanIntegerPoint,6,84,1,7,2,16,2,9,1,6
Apache Commons Math,org.apache.commons.math3.stat.clustering,Cluster,0,23,0,0,0,8,0,4,0,4
Apache Commons Math,org.apache.commons.math3.stat.clustering,DBSCANClusterer.PointStatus,9,29,0,0,0,3,2,2,2,2
Apache Commons Math,org.apache.commons.math3.stat.clustering,KMeansPlusPlusClusterer.EmptyClusterStrategy,5,53,0,0,0,5,1,3,1,3
Apache Commons Math,org.apache.commons.math3.stat.clustering,KMeansPlusPlusClusterer,45,616,14,78,8,158,12,45,0,10
Apache Commons Math,org.apache.commons.math3.stat.clustering,DBSCANClusterer,0,210,0,28,0,53,0,21,0,7
Apache Commons Math,org.apache.commons.math3.stat.clustering,KMeansPlusPlusClusterer.new Object() {...},3,23,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math3.stat.inference,AlternativeHypothesis,5,43,0,0,0,4,1,3,1,3
Apache Commons Math,org.apache.commons.math3.stat.inference,TestUtils,65,226,0,0,13,44,12,40,12,40
Apache Commons Math,org.apache.commons.math3.stat.inference,WilcoxonSignedRankTest,18,289,2,34,5,55,3,24,1,8
Apache Commons Math,org.apache.commons.math3.stat.inference,ChiSquareTest,26,570,8,56,4,101,8,35,0,11
Apache Commons Math,org.apache.commons.math3.stat.inference,BinomialTest.new Object() {...},3,23,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math3.stat.inference,GTest,14,549,6,50,2,87,6,33,0,11
Apache Commons Math,org.apache.commons.math3.stat.inference,OneWayAnova.AnovaStats,0,12,0,0,0,5,0,1,0,1
Apache Commons Math,org.apache.commons.math3.stat.inference,MannWhitneyUTest,10,177,0,10,3,31,1,11,1,6
Apache Commons Math,org.apache.commons.math3.stat.inference,OneWayAnova,11,265,2,18,2,55,2,15,0,7
Apache Commons Math,org.apache.commons.math3.stat.inference,KolmogorovSmirnovTest,269,801,34,76,45,141,31,45,6,15
Apache Commons Math,org.apache.commons.math3.stat.inference,TTest,23,581,1,23,5,98,2,41,1,30
Apache Commons Math,org.apache.commons.math3.stat.inference,BinomialTest,48,124,7,19,7,30,7,10,0,3
Apache Commons Math,org.apache.commons.math3.fitting,HarmonicCurveFitter.ParameterGuesser,4,478,2,28,1,95,2,18,0,5
Apache Commons Math,org.apache.commons.math3.fitting,GaussianFitter.new Gaussian.Parametric() {...},1,40,0,0,1,10,0,3,0,3
Apache Commons Math,org.apache.commons.math3.fitting,PolynomialCurveFitter,11,99,1,3,2,26,2,6,1,5
Apache Commons Math,org.apache.commons.math3.fitting,AbstractCurveFitter.TheoreticalValuesFunction.new MultivariateVectorFunction() {...},0,36,0,2,0,6,0,3,0,2
Apache Commons Math,org.apache.commons.math3.fitting,AbstractCurveFitter.TheoreticalValuesFunction.new MultivariateMatrixFunction() {...},0,36,0,2,0,6,0,3,0,2
Apache Commons Math,org.apache.commons.math3.fitting,WeightedObservedPoint,0,21,0,0,0,8,0,4,0,4
Apache Commons Math,org.apache.commons.math3.fitting,GaussianFitter.ParameterGuesser.new Comparator() {...},44,26,15,5,13,7,10,2,0,2
Apache Commons Math,org.apache.commons.math3.fitting,HarmonicFitter.ParameterGuesser,4,464,2,28,1,93,2,18,0,5
Apache Commons Math,org.apache.commons.math3.fitting,GaussianCurveFitter.ParameterGuesser.new Comparator() {...},44,26,15,5,13,7,10,2,0,2
Apache Commons Math,org.apache.commons.math3.fitting,GaussianFitter,0,25,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math3.fitting,AbstractCurveFitter.TheoreticalValuesFunction,0,43,0,2,0,11,0,4,0,3
Apache Commons Math,org.apache.commons.math3.fitting,AbstractCurveFitter,0,16,0,0,0,3,0,3,0,3
Apache Commons Math,org.apache.commons.math3.fitting,CurveFitter.TheoreticalValuesFunction,0,25,0,0,0,5,0,3,0,3
Apache Commons Math,org.apache.commons.math3.fitting,GaussianCurveFitter,0,111,0,4,0,28,0,8,0,6
Apache Commons Math,org.apache.commons.math3.fitting,PolynomialFitter,8,11,0,0,1,3,1,2,1,2
Apache Commons Math,org.apache.commons.math3.fitting,HarmonicFitter,0,20,0,0,0,4,0,3,0,3
Apache Commons Math,org.apache.commons.math3.fitting,CurveFitter.TheoreticalValuesFunction.new MultivariateMatrixFunction() {...},0,42,0,2,0,7,0,3,0,2
Apache Commons Math,org.apache.commons.math3.fitting,CurveFitter.TheoreticalValuesFunction.new MultivariateVectorFunction() {...},0,42,0,2,0,7,0,3,0,2
Apache Commons Math,org.apache.commons.math3.fitting,GaussianCurveFitter.new Gaussian.Parametric() {...},0,38,0,0,0,11,0,3,0,3
Apache Commons Math,org.apache.commons.math3.fitting,GaussianFitter.ParameterGuesser,21,319,6,28,5,55,6,19,0,8
Apache Commons Math,org.apache.commons.math3.fitting,WeightedObservedPoints,0,41,0,0,0,11,0,6,0,6
Apache Commons Math,org.apache.commons.math3.fitting,HarmonicCurveFitter,7,104,0,4,1,27,1,7,1,5
Apache Commons Math,org.apache.commons.math3.fitting,GaussianCurveFitter.ParameterGuesser,21,324,6,28,5,55,6,19,0,8
Apache Commons Math,org.apache.commons.math3.fitting,CurveFitter,6,135,0,2,2,26,1,8,1,7
Apache Commons Math,org.apache.commons.math3.optimization,Target,0,13,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math3.optimization,PointValuePair,4,45,2,4,0,10,2,6,0,5
Apache Commons Math,org.apache.commons.math3.optimization,MultivariateMultiStartOptimizer,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.optimization,PointValuePair.DataTransferObject,0,20,0,0,0,5,0,2,0,2
Apache Commons Math,org.apache.commons.math3.optimization,SimpleValueChecker,6,71,1,9,3,16,2,7,1,3
Apache Commons Math,org.apache.commons.math3.optimization,SimplePointChecker,6,85,2,10,3,21,3,7,1,3
Apache Commons Math,org.apache.commons.math3.optimization,LeastSquaresConverter,25,175,3,15,3,35,3,10,0,4
Apache Commons Math,org.apache.commons.math3.optimization,BaseMultivariateVectorMultiStartOptimizer,21,125,3,11,5,30,4,10,1,6
Apache Commons Math,org.apache.commons.math3.optimization,SimpleVectorValueChecker,6,83,0,12,3,21,1,9,1,3
Apache Commons Math,org.apache.commons.math3.optimization,DifferentiableMultivariateMultiStartOptimizer,6,0,0,0,2,0,1,0,1,0
Apache Commons Math,org.apache.commons.math3.optimization,BaseMultivariateMultiStartOptimizer,31,105,5,9,8,25,6,8,1,6
Apache Commons Math,org.apache.commons.math3.optimization,AbstractConvergenceChecker,9,24,0,0,4,8,1,4,1,4
Apache Commons Math,org.apache.commons.math3.optimization,Weight,20,13,2,0,6,4,2,2,1,2
Apache Commons Math,org.apache.commons.math3.optimization,PointVectorValuePair.DataTransferObject,0,22,0,0,0,5,0,2,0,2
Apache Commons Math,org.apache.commons.math3.optimization,MultivariateDifferentiableVectorMultiStartOptimizer,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.optimization,BaseMultivariateVectorMultiStartOptimizer.new Comparator() {...},3,64,2,6,1,11,2,5,0,3
Apache Commons Math,org.apache.commons.math3.optimization,BaseMultivariateMultiStartOptimizer.new Comparator() {...},11,32,5,3,2,7,4,2,0,2
Apache Commons Math,org.apache.commons.math3.optimization,MultivariateDifferentiableMultiStartOptimizer,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.optimization,InitialGuess,0,13,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math3.optimization,SimpleBounds,0,23,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math3.optimization,GoalType,9,29,0,0,0,4,2,2,2,2
Apache Commons Math,org.apache.commons.math3.optimization,DifferentiableMultivariateVectorMultiStartOptimizer,6,0,0,0,2,0,1,0,1,0
Apache Commons Math,org.apache.commons.math3.optimization,PointVectorValuePair,6,66,3,9,0,13,3,10,0,7
Apache Commons Math,org.apache.commons.math3.stat.ranking,NaturalRanking,40,512,2,54,13,118,5,44,3,14
Apache Commons Math,org.apache.commons.math3.stat.ranking,NaNStrategy,5,63,0,0,0,6,1,3,1,3
Apache Commons Math,org.apache.commons.math3.stat.ranking,NaturalRanking.new Object() {...},10,69,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.stat.ranking,TiesStrategy,5,63,0,0,0,6,1,3,1,3
Apache Commons Math,org.apache.commons.math3.stat.ranking,NaturalRanking.IntDoublePair,0,21,0,0,0,7,0,4,0,4
Apache Commons Math,org.apache.commons.math3.stat.descriptive.summary,SumOfSquares,6,95,1,3,3,27,2,9,1,8
Apache Commons Math,org.apache.commons.math3.stat.descriptive.summary,Product,6,130,2,6,3,34,3,12,1,10
Apache Commons Math,org.apache.commons.math3.stat.descriptive.summary,SumOfLogs,6,92,1,3,3,27,2,9,1,8
